state_legislative_district,precinct,office,district,candidate,party,votes
11.0,11-085 Trunk,U.S. Senate,,"Blatchford, Edgar",DEM,7
11.0,11-085 Trunk,U.S. Senate,,"Metcalfe, Ray",DEM,20
11.0,11-085 Trunk,U.S. Senate,,"Stevens, Cean",LIB,7
11.0,11-085 Trunk,U.S. Senate,,"Kendall, Paul",REP,10
11.0,11-085 Trunk,U.S. Senate,,"Lamb, Thomas",REP,13
11.0,11-085 Trunk,U.S. Senate,,"Lochner, Bob",REP,49
11.0,11-085 Trunk,U.S. Senate,,"Murkowski, Lisa",REP,117
11.0,11-085 Trunk,U.S. House,1,"Hibler, William D. ",DEM,5
11.0,11-085 Trunk,U.S. House,1,"Hinz, Lynette ",DEM,5
11.0,11-085 Trunk,U.S. House,1,"Lindbeck, Steve",DEM,16
11.0,11-085 Trunk,U.S. House,1,"McDermott, Jim C. ",LIB,6
11.0,11-085 Trunk,U.S. House,1,"Watts, Jon B.",LIB,1
11.0,11-085 Trunk,U.S. House,1,"Heikes, Gerald L. ",REP,8
11.0,11-085 Trunk,U.S. House,1,"Tingley, Jesse J.",REP,11
11.0,11-085 Trunk,U.S. House,1,"Wright, Stephen T.",REP,41
11.0,11-085 Trunk,U.S. House,1,"Young, Don",REP,125
11.0,11-085 Trunk,State Senate,F,"Laudert-Rodgers, Sam",DEM,29
11.0,11-085 Trunk,State Senate,F,"Hughes, Shelley",REP,102
11.0,11-085 Trunk,State Senate,F,"St. Clair, Steve",REP,21
11.0,11-085 Trunk,State Senate,F,"Crum, Adam",REP,62
11.0,11-085 Trunk,State House,11,"Johnson, Delena",REP,118
11.0,11-085 Trunk,State House,11,"Best, Richard W.",REP,66
11.0,11-090 Seward Meridian,U.S. Senate,,"Blatchford, Edgar",DEM,5
11.0,11-090 Seward Meridian,U.S. Senate,,"Metcalfe, Ray",DEM,13
11.0,11-090 Seward Meridian,U.S. Senate,,"Stevens, Cean",LIB,4
11.0,11-090 Seward Meridian,U.S. Senate,,"Kendall, Paul",REP,11
11.0,11-090 Seward Meridian,U.S. Senate,,"Lamb, Thomas",REP,10
11.0,11-090 Seward Meridian,U.S. Senate,,"Lochner, Bob",REP,40
11.0,11-090 Seward Meridian,U.S. Senate,,"Murkowski, Lisa",REP,62
11.0,11-090 Seward Meridian,U.S. House,1,"Hibler, William D. ",DEM,4
11.0,11-090 Seward Meridian,U.S. House,1,"Hinz, Lynette ",DEM,4
11.0,11-090 Seward Meridian,U.S. House,1,"Lindbeck, Steve",DEM,14
11.0,11-090 Seward Meridian,U.S. House,1,"McDermott, Jim C. ",LIB,3
11.0,11-090 Seward Meridian,U.S. House,1,"Watts, Jon B.",LIB,0
11.0,11-090 Seward Meridian,U.S. House,1,"Heikes, Gerald L. ",REP,8
11.0,11-090 Seward Meridian,U.S. House,1,"Tingley, Jesse J.",REP,9
11.0,11-090 Seward Meridian,U.S. House,1,"Wright, Stephen T.",REP,29
11.0,11-090 Seward Meridian,U.S. House,1,"Young, Don",REP,76
11.0,11-090 Seward Meridian,State Senate,F,"Laudert-Rodgers, Sam",DEM,19
11.0,11-090 Seward Meridian,State Senate,F,"Hughes, Shelley",REP,64
11.0,11-090 Seward Meridian,State Senate,F,"St. Clair, Steve",REP,20
11.0,11-090 Seward Meridian,State Senate,F,"Crum, Adam",REP,42
11.0,11-090 Seward Meridian,State House,11,"Johnson, Delena",REP,67
11.0,11-090 Seward Meridian,State House,11,"Best, Richard W.",REP,54
11.0,11-095 Springer Loop,U.S. Senate,,"Blatchford, Edgar",DEM,16
11.0,11-095 Springer Loop,U.S. Senate,,"Metcalfe, Ray",DEM,25
11.0,11-095 Springer Loop,U.S. Senate,,"Stevens, Cean",LIB,6
11.0,11-095 Springer Loop,U.S. Senate,,"Kendall, Paul",REP,21
11.0,11-095 Springer Loop,U.S. Senate,,"Lamb, Thomas",REP,12
11.0,11-095 Springer Loop,U.S. Senate,,"Lochner, Bob",REP,65
11.0,11-095 Springer Loop,U.S. Senate,,"Murkowski, Lisa",REP,160
11.0,11-095 Springer Loop,U.S. House,1,"Hibler, William D. ",DEM,7
11.0,11-095 Springer Loop,U.S. House,1,"Hinz, Lynette ",DEM,9
11.0,11-095 Springer Loop,U.S. House,1,"Lindbeck, Steve",DEM,25
11.0,11-095 Springer Loop,U.S. House,1,"McDermott, Jim C. ",LIB,5
11.0,11-095 Springer Loop,U.S. House,1,"Watts, Jon B.",LIB,1
11.0,11-095 Springer Loop,U.S. House,1,"Heikes, Gerald L. ",REP,16
11.0,11-095 Springer Loop,U.S. House,1,"Tingley, Jesse J.",REP,7
11.0,11-095 Springer Loop,U.S. House,1,"Wright, Stephen T.",REP,63
11.0,11-095 Springer Loop,U.S. House,1,"Young, Don",REP,165
11.0,11-095 Springer Loop,State Senate,F,"Laudert-Rodgers, Sam",DEM,40
11.0,11-095 Springer Loop,State Senate,F,"Hughes, Shelley",REP,128
11.0,11-095 Springer Loop,State Senate,F,"St. Clair, Steve",REP,25
11.0,11-095 Springer Loop,State Senate,F,"Crum, Adam",REP,104
11.0,11-095 Springer Loop,State House,11,"Johnson, Delena",REP,125
11.0,11-095 Springer Loop,State House,11,"Best, Richard W.",REP,130
11.0,11-099 Lazy Mountain,U.S. Senate,,"Blatchford, Edgar",DEM,13
11.0,11-099 Lazy Mountain,U.S. Senate,,"Metcalfe, Ray",DEM,25
11.0,11-099 Lazy Mountain,U.S. Senate,,"Stevens, Cean",LIB,8
11.0,11-099 Lazy Mountain,U.S. Senate,,"Kendall, Paul",REP,11
11.0,11-099 Lazy Mountain,U.S. Senate,,"Lamb, Thomas",REP,19
11.0,11-099 Lazy Mountain,U.S. Senate,,"Lochner, Bob",REP,67
11.0,11-099 Lazy Mountain,U.S. Senate,,"Murkowski, Lisa",REP,121
11.0,11-099 Lazy Mountain,U.S. House,1,"Hibler, William D. ",DEM,3
11.0,11-099 Lazy Mountain,U.S. House,1,"Hinz, Lynette ",DEM,11
11.0,11-099 Lazy Mountain,U.S. House,1,"Lindbeck, Steve",DEM,22
11.0,11-099 Lazy Mountain,U.S. House,1,"McDermott, Jim C. ",LIB,8
11.0,11-099 Lazy Mountain,U.S. House,1,"Watts, Jon B.",LIB,3
11.0,11-099 Lazy Mountain,U.S. House,1,"Heikes, Gerald L. ",REP,16
11.0,11-099 Lazy Mountain,U.S. House,1,"Tingley, Jesse J.",REP,16
11.0,11-099 Lazy Mountain,U.S. House,1,"Wright, Stephen T.",REP,43
11.0,11-099 Lazy Mountain,U.S. House,1,"Young, Don",REP,138
11.0,11-099 Lazy Mountain,State Senate,F,"Laudert-Rodgers, Sam",DEM,37
11.0,11-099 Lazy Mountain,State Senate,F,"Hughes, Shelley",REP,117
11.0,11-099 Lazy Mountain,State Senate,F,"St. Clair, Steve",REP,18
11.0,11-099 Lazy Mountain,State Senate,F,"Crum, Adam",REP,83
11.0,11-099 Lazy Mountain,State House,11,"Johnson, Delena",REP,105
11.0,11-099 Lazy Mountain,State House,11,"Best, Richard W.",REP,114
12.0,12-200 Fairview No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,10
12.0,12-200 Fairview No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,11
12.0,12-200 Fairview No. 1,U.S. Senate,,"Stevens, Cean",LIB,4
12.0,12-200 Fairview No. 1,U.S. Senate,,"Kendall, Paul",REP,10
12.0,12-200 Fairview No. 1,U.S. Senate,,"Lamb, Thomas",REP,8
12.0,12-200 Fairview No. 1,U.S. Senate,,"Lochner, Bob",REP,28
12.0,12-200 Fairview No. 1,U.S. Senate,,"Murkowski, Lisa",REP,66
12.0,12-200 Fairview No. 1,U.S. House,1,"Hibler, William D. ",DEM,1
12.0,12-200 Fairview No. 1,U.S. House,1,"Hinz, Lynette ",DEM,2
12.0,12-200 Fairview No. 1,U.S. House,1,"Lindbeck, Steve",DEM,14
12.0,12-200 Fairview No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,3
12.0,12-200 Fairview No. 1,U.S. House,1,"Watts, Jon B.",LIB,2
12.0,12-200 Fairview No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,10
12.0,12-200 Fairview No. 1,U.S. House,1,"Tingley, Jesse J.",REP,4
12.0,12-200 Fairview No. 1,U.S. House,1,"Wright, Stephen T.",REP,17
12.0,12-200 Fairview No. 1,U.S. House,1,"Young, Don",REP,80
12.0,12-200 Fairview No. 1,State Senate,F,"Laudert-Rodgers, Sam",DEM,19
12.0,12-200 Fairview No. 1,State Senate,F,"Hughes, Shelley",REP,20
12.0,12-200 Fairview No. 1,State Senate,F,"St. Clair, Steve",REP,18
12.0,12-200 Fairview No. 1,State Senate,F,"Crum, Adam",REP,74
12.0,12-200 Fairview No. 1,State House,12,"Wehmhoff, Gretchen L",DEM,20
12.0,12-200 Fairview No. 1,State House,12,"Tilton, Cathy L.",REP,91
12.0,12-205 Fairview No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,5
12.0,12-205 Fairview No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,8
12.0,12-205 Fairview No. 2,U.S. Senate,,"Stevens, Cean",LIB,3
12.0,12-205 Fairview No. 2,U.S. Senate,,"Kendall, Paul",REP,11
12.0,12-205 Fairview No. 2,U.S. Senate,,"Lamb, Thomas",REP,9
12.0,12-205 Fairview No. 2,U.S. Senate,,"Lochner, Bob",REP,41
12.0,12-205 Fairview No. 2,U.S. Senate,,"Murkowski, Lisa",REP,88
12.0,12-205 Fairview No. 2,U.S. House,1,"Hibler, William D. ",DEM,2
12.0,12-205 Fairview No. 2,U.S. House,1,"Hinz, Lynette ",DEM,4
12.0,12-205 Fairview No. 2,U.S. House,1,"Lindbeck, Steve",DEM,5
12.0,12-205 Fairview No. 2,U.S. House,1,"McDermott, Jim C. ",LIB,4
12.0,12-205 Fairview No. 2,U.S. House,1,"Watts, Jon B.",LIB,0
12.0,12-205 Fairview No. 2,U.S. House,1,"Heikes, Gerald L. ",REP,12
12.0,12-205 Fairview No. 2,U.S. House,1,"Tingley, Jesse J.",REP,6
12.0,12-205 Fairview No. 2,U.S. House,1,"Wright, Stephen T.",REP,29
12.0,12-205 Fairview No. 2,U.S. House,1,"Young, Don",REP,103
12.0,12-205 Fairview No. 2,State Senate,F,"Laudert-Rodgers, Sam",DEM,16
12.0,12-205 Fairview No. 2,State Senate,F,"Hughes, Shelley",REP,63
12.0,12-205 Fairview No. 2,State Senate,F,"St. Clair, Steve",REP,13
12.0,12-205 Fairview No. 2,State Senate,F,"Crum, Adam",REP,75
12.0,12-205 Fairview No. 2,State House,12,"Wehmhoff, Gretchen L",DEM,16
12.0,12-205 Fairview No. 2,State House,12,"Tilton, Cathy L.",REP,129
12.0,12-210 Snowshoe,U.S. Senate,,"Blatchford, Edgar",DEM,13
12.0,12-210 Snowshoe,U.S. Senate,,"Metcalfe, Ray",DEM,29
12.0,12-210 Snowshoe,U.S. Senate,,"Stevens, Cean",LIB,16
12.0,12-210 Snowshoe,U.S. Senate,,"Kendall, Paul",REP,19
12.0,12-210 Snowshoe,U.S. Senate,,"Lamb, Thomas",REP,8
12.0,12-210 Snowshoe,U.S. Senate,,"Lochner, Bob",REP,66
12.0,12-210 Snowshoe,U.S. Senate,,"Murkowski, Lisa",REP,164
12.0,12-210 Snowshoe,U.S. House,1,"Hibler, William D. ",DEM,2
12.0,12-210 Snowshoe,U.S. House,1,"Hinz, Lynette ",DEM,17
12.0,12-210 Snowshoe,U.S. House,1,"Lindbeck, Steve",DEM,19
12.0,12-210 Snowshoe,U.S. House,1,"McDermott, Jim C. ",LIB,13
12.0,12-210 Snowshoe,U.S. House,1,"Watts, Jon B.",LIB,6
12.0,12-210 Snowshoe,U.S. House,1,"Heikes, Gerald L. ",REP,20
12.0,12-210 Snowshoe,U.S. House,1,"Tingley, Jesse J.",REP,9
12.0,12-210 Snowshoe,U.S. House,1,"Wright, Stephen T.",REP,45
12.0,12-210 Snowshoe,U.S. House,1,"Young, Don",REP,184
12.0,12-210 Snowshoe,State Senate,F,"Laudert-Rodgers, Sam",DEM,48
12.0,12-210 Snowshoe,State Senate,F,"Hughes, Shelley",REP,66
12.0,12-210 Snowshoe,State Senate,F,"St. Clair, Steve",REP,34
12.0,12-210 Snowshoe,State Senate,F,"Crum, Adam",REP,161
12.0,12-210 Snowshoe,State House,12,"Wehmhoff, Gretchen L",DEM,47
12.0,12-210 Snowshoe,State House,12,"Tilton, Cathy L.",REP,221
12.0,12-220 Butte,U.S. Senate,,"Blatchford, Edgar",DEM,37
12.0,12-220 Butte,U.S. Senate,,"Metcalfe, Ray",DEM,41
12.0,12-220 Butte,U.S. Senate,,"Stevens, Cean",LIB,22
12.0,12-220 Butte,U.S. Senate,,"Kendall, Paul",REP,53
12.0,12-220 Butte,U.S. Senate,,"Lamb, Thomas",REP,24
12.0,12-220 Butte,U.S. Senate,,"Lochner, Bob",REP,96
12.0,12-220 Butte,U.S. Senate,,"Murkowski, Lisa",REP,303
12.0,12-220 Butte,U.S. House,1,"Hibler, William D. ",DEM,7
12.0,12-220 Butte,U.S. House,1,"Hinz, Lynette ",DEM,21
12.0,12-220 Butte,U.S. House,1,"Lindbeck, Steve",DEM,53
12.0,12-220 Butte,U.S. House,1,"McDermott, Jim C. ",LIB,15
12.0,12-220 Butte,U.S. House,1,"Watts, Jon B.",LIB,4
12.0,12-220 Butte,U.S. House,1,"Heikes, Gerald L. ",REP,67
12.0,12-220 Butte,U.S. House,1,"Tingley, Jesse J.",REP,23
12.0,12-220 Butte,U.S. House,1,"Wright, Stephen T.",REP,71
12.0,12-220 Butte,U.S. House,1,"Young, Don",REP,308
12.0,12-220 Butte,State Senate,F,"Laudert-Rodgers, Sam",DEM,91
12.0,12-220 Butte,State Senate,F,"Hughes, Shelley",REP,213
12.0,12-220 Butte,State Senate,F,"St. Clair, Steve",REP,61
12.0,12-220 Butte,State Senate,F,"Crum, Adam",REP,199
12.0,12-220 Butte,State House,12,"Wehmhoff, Gretchen L",DEM,96
12.0,12-220 Butte,State House,12,"Tilton, Cathy L.",REP,396
12.0,12-225 Eklutna,U.S. Senate,,"Blatchford, Edgar",DEM,21
12.0,12-225 Eklutna,U.S. Senate,,"Metcalfe, Ray",DEM,39
12.0,12-225 Eklutna,U.S. Senate,,"Stevens, Cean",LIB,15
12.0,12-225 Eklutna,U.S. Senate,,"Kendall, Paul",REP,16
12.0,12-225 Eklutna,U.S. Senate,,"Lamb, Thomas",REP,14
12.0,12-225 Eklutna,U.S. Senate,,"Lochner, Bob",REP,36
12.0,12-225 Eklutna,U.S. Senate,,"Murkowski, Lisa",REP,151
12.0,12-225 Eklutna,U.S. House,1,"Hibler, William D. ",DEM,5
12.0,12-225 Eklutna,U.S. House,1,"Hinz, Lynette ",DEM,9
12.0,12-225 Eklutna,U.S. House,1,"Lindbeck, Steve",DEM,44
12.0,12-225 Eklutna,U.S. House,1,"McDermott, Jim C. ",LIB,14
12.0,12-225 Eklutna,U.S. House,1,"Watts, Jon B.",LIB,3
12.0,12-225 Eklutna,U.S. House,1,"Heikes, Gerald L. ",REP,12
12.0,12-225 Eklutna,U.S. House,1,"Tingley, Jesse J.",REP,9
12.0,12-225 Eklutna,U.S. House,1,"Wright, Stephen T.",REP,35
12.0,12-225 Eklutna,U.S. House,1,"Young, Don",REP,158
12.0,12-225 Eklutna,State Senate,F,"Laudert-Rodgers, Sam",DEM,70
12.0,12-225 Eklutna,State Senate,F,"Hughes, Shelley",REP,98
12.0,12-225 Eklutna,State Senate,F,"St. Clair, Steve",REP,20
12.0,12-225 Eklutna,State Senate,F,"Crum, Adam",REP,92
12.0,12-225 Eklutna,State House,12,"Wehmhoff, Gretchen L",DEM,74
12.0,12-225 Eklutna,State House,12,"Tilton, Cathy L.",REP,190
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,20
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,44
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Stevens, Cean",LIB,16
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Kendall, Paul",REP,32
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Lamb, Thomas",REP,22
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Lochner, Bob",REP,76
12.0,12-230 Peters Creek No. 1,U.S. Senate,,"Murkowski, Lisa",REP,249
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Hibler, William D. ",DEM,4
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Hinz, Lynette ",DEM,9
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Lindbeck, Steve",DEM,47
12.0,12-230 Peters Creek No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,11
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Watts, Jon B.",LIB,7
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,25
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Tingley, Jesse J.",REP,10
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Wright, Stephen T.",REP,58
12.0,12-230 Peters Creek No. 1,U.S. House,1,"Young, Don",REP,286
12.0,12-230 Peters Creek No. 1,State Senate,F,"Laudert-Rodgers, Sam",DEM,69
12.0,12-230 Peters Creek No. 1,State Senate,F,"Hughes, Shelley",REP,172
12.0,12-230 Peters Creek No. 1,State Senate,F,"St. Clair, Steve",REP,33
12.0,12-230 Peters Creek No. 1,State Senate,F,"Crum, Adam",REP,171
12.0,12-230 Peters Creek No. 1,State House,12,"Wehmhoff, Gretchen L",DEM,70
12.0,12-230 Peters Creek No. 1,State House,12,"Tilton, Cathy L.",REP,338
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,13
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,17
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Stevens, Cean",LIB,16
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Kendall, Paul",REP,13
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Lamb, Thomas",REP,14
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Lochner, Bob",REP,46
12.0,12-233 Peters Creek No. 2,U.S. Senate,,"Murkowski, Lisa",REP,118
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Hibler, William D. ",DEM,1
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Hinz, Lynette ",DEM,8
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Lindbeck, Steve",DEM,20
12.0,12-233 Peters Creek No. 2,U.S. House,1,"McDermott, Jim C. ",LIB,12
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Watts, Jon B.",LIB,4
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Heikes, Gerald L. ",REP,10
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Tingley, Jesse J.",REP,6
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Wright, Stephen T.",REP,33
12.0,12-233 Peters Creek No. 2,U.S. House,1,"Young, Don",REP,143
12.0,12-233 Peters Creek No. 2,State Senate,F,"Laudert-Rodgers, Sam",DEM,43
12.0,12-233 Peters Creek No. 2,State Senate,F,"Hughes, Shelley",REP,86
12.0,12-233 Peters Creek No. 2,State Senate,F,"St. Clair, Steve",REP,22
12.0,12-233 Peters Creek No. 2,State Senate,F,"Crum, Adam",REP,78
12.0,12-233 Peters Creek No. 2,State House,12,"Wehmhoff, Gretchen L",DEM,43
12.0,12-233 Peters Creek No. 2,State House,12,"Tilton, Cathy L.",REP,167
13.0,13-235 Chugiak,U.S. Senate,,"Blatchford, Edgar",DEM,11
13.0,13-235 Chugiak,U.S. Senate,,"Metcalfe, Ray",DEM,25
13.0,13-235 Chugiak,U.S. Senate,,"Stevens, Cean",LIB,8
13.0,13-235 Chugiak,U.S. Senate,,"Kendall, Paul",REP,12
13.0,13-235 Chugiak,U.S. Senate,,"Lamb, Thomas",REP,7
13.0,13-235 Chugiak,U.S. Senate,,"Lochner, Bob",REP,43
13.0,13-235 Chugiak,U.S. Senate,,"Murkowski, Lisa",REP,101
13.0,13-235 Chugiak,U.S. House,1,"Hibler, William D. ",DEM,2
13.0,13-235 Chugiak,U.S. House,1,"Hinz, Lynette ",DEM,5
13.0,13-235 Chugiak,U.S. House,1,"Lindbeck, Steve",DEM,27
13.0,13-235 Chugiak,U.S. House,1,"McDermott, Jim C. ",LIB,9
13.0,13-235 Chugiak,U.S. House,1,"Watts, Jon B.",LIB,2
13.0,13-235 Chugiak,U.S. House,1,"Heikes, Gerald L. ",REP,17
13.0,13-235 Chugiak,U.S. House,1,"Tingley, Jesse J.",REP,7
13.0,13-235 Chugiak,U.S. House,1,"Wright, Stephen T.",REP,41
13.0,13-235 Chugiak,U.S. House,1,"Young, Don",REP,97
13.0,13-235 Chugiak,State House,13,"Saddler, Dan",REP,109
13.0,13-235 Chugiak,State House,13,"Walso, Myranda D.",REP,54
13.0,13-240 Fire Lake,U.S. Senate,,"Blatchford, Edgar",DEM,12
13.0,13-240 Fire Lake,U.S. Senate,,"Metcalfe, Ray",DEM,19
13.0,13-240 Fire Lake,U.S. Senate,,"Stevens, Cean",LIB,10
13.0,13-240 Fire Lake,U.S. Senate,,"Kendall, Paul",REP,19
13.0,13-240 Fire Lake,U.S. Senate,,"Lamb, Thomas",REP,12
13.0,13-240 Fire Lake,U.S. Senate,,"Lochner, Bob",REP,57
13.0,13-240 Fire Lake,U.S. Senate,,"Murkowski, Lisa",REP,170
13.0,13-240 Fire Lake,U.S. House,1,"Hibler, William D. ",DEM,0
13.0,13-240 Fire Lake,U.S. House,1,"Hinz, Lynette ",DEM,4
13.0,13-240 Fire Lake,U.S. House,1,"Lindbeck, Steve",DEM,26
13.0,13-240 Fire Lake,U.S. House,1,"McDermott, Jim C. ",LIB,7
13.0,13-240 Fire Lake,U.S. House,1,"Watts, Jon B.",LIB,3
13.0,13-240 Fire Lake,U.S. House,1,"Heikes, Gerald L. ",REP,12
13.0,13-240 Fire Lake,U.S. House,1,"Tingley, Jesse J.",REP,10
13.0,13-240 Fire Lake,U.S. House,1,"Wright, Stephen T.",REP,48
13.0,13-240 Fire Lake,U.S. House,1,"Young, Don",REP,186
13.0,13-240 Fire Lake,State House,13,"Saddler, Dan",REP,190
13.0,13-240 Fire Lake,State House,13,"Walso, Myranda D.",REP,69
13.0,13-245 JBER No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,4
13.0,13-245 JBER No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,2
13.0,13-245 JBER No. 1,U.S. Senate,,"Stevens, Cean",LIB,2
13.0,13-245 JBER No. 1,U.S. Senate,,"Kendall, Paul",REP,1
13.0,13-245 JBER No. 1,U.S. Senate,,"Lamb, Thomas",REP,0
13.0,13-245 JBER No. 1,U.S. Senate,,"Lochner, Bob",REP,7
13.0,13-245 JBER No. 1,U.S. Senate,,"Murkowski, Lisa",REP,15
13.0,13-245 JBER No. 1,U.S. House,1,"Hibler, William D. ",DEM,1
13.0,13-245 JBER No. 1,U.S. House,1,"Hinz, Lynette ",DEM,1
13.0,13-245 JBER No. 1,U.S. House,1,"Lindbeck, Steve",DEM,2
13.0,13-245 JBER No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,5
13.0,13-245 JBER No. 1,U.S. House,1,"Watts, Jon B.",LIB,0
13.0,13-245 JBER No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,0
13.0,13-245 JBER No. 1,U.S. House,1,"Tingley, Jesse J.",REP,0
13.0,13-245 JBER No. 1,U.S. House,1,"Wright, Stephen T.",REP,5
13.0,13-245 JBER No. 1,U.S. House,1,"Young, Don",REP,16
13.0,13-245 JBER No. 1,State House,13,"Saddler, Dan",REP,14
13.0,13-245 JBER No. 1,State House,13,"Walso, Myranda D.",REP,8
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,15
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,34
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Stevens, Cean",LIB,20
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Kendall, Paul",REP,14
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Lamb, Thomas",REP,8
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Lochner, Bob",REP,50
13.0,13-250 Downtown Eagle River No. 1,U.S. Senate,,"Murkowski, Lisa",REP,166
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Hibler, William D. ",DEM,3
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Hinz, Lynette ",DEM,10
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Lindbeck, Steve",DEM,40
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,12
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Watts, Jon B.",LIB,4
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,11
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Tingley, Jesse J.",REP,9
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Wright, Stephen T.",REP,45
13.0,13-250 Downtown Eagle River No. 1,U.S. House,1,"Young, Don",REP,172
13.0,13-250 Downtown Eagle River No. 1,State House,13,"Saddler, Dan",REP,169
13.0,13-250 Downtown Eagle River No. 1,State House,13,"Walso, Myranda D.",REP,73
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,23
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,46
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Stevens, Cean",LIB,17
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Kendall, Paul",REP,16
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Lamb, Thomas",REP,11
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Lochner, Bob",REP,47
13.0,13-255 Chugach Park No. 1,U.S. Senate,,"Murkowski, Lisa",REP,173
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Hibler, William D. ",DEM,7
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Hinz, Lynette ",DEM,11
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Lindbeck, Steve",DEM,51
13.0,13-255 Chugach Park No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,13
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Watts, Jon B.",LIB,4
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,7
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Tingley, Jesse J.",REP,13
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Wright, Stephen T.",REP,34
13.0,13-255 Chugach Park No. 1,U.S. House,1,"Young, Don",REP,189
13.0,13-255 Chugach Park No. 1,State House,13,"Saddler, Dan",REP,184
13.0,13-255 Chugach Park No. 1,State House,13,"Walso, Myranda D.",REP,59
13.0,13-260 Centennial Park,U.S. Senate,,"Blatchford, Edgar",DEM,18
13.0,13-260 Centennial Park,U.S. Senate,,"Metcalfe, Ray",DEM,14
13.0,13-260 Centennial Park,U.S. Senate,,"Stevens, Cean",LIB,7
13.0,13-260 Centennial Park,U.S. Senate,,"Kendall, Paul",REP,3
13.0,13-260 Centennial Park,U.S. Senate,,"Lamb, Thomas",REP,0
13.0,13-260 Centennial Park,U.S. Senate,,"Lochner, Bob",REP,1
13.0,13-260 Centennial Park,U.S. Senate,,"Murkowski, Lisa",REP,24
13.0,13-260 Centennial Park,U.S. House,1,"Hibler, William D. ",DEM,5
