district,office,party,candidate,votes,precinct
12,U.S. Senate,REP,Lisa Murkowski,208,12-233
12,U.S. Senate,NA,Margaret Stock,47,12-233
12,U.S. Senate,,Write-ins,0,12-233
12,U.S. House,DEM,Steve Lindbeck,125,12-233
12,U.S. House,LIB,Jim McDermott,67,12-233
12,U.S. House,NA,Bernie Souphanavong,10,12-233
12,U.S. House,REP,Don Young,331,12-233
12,U.S. House,,Write-ins,5,12-233
12,State Senate,NA,Tim Hale,158,12-233
12,State Senate,REP,Shelley Hughes,353,12-233
12,State Senate,,Write-ins,3,12-233
12,State House,REP,Cathy Tilton,309,12-233
12,State House,CON,Karen Perry,75,12-233
12,State House,DEM,Gretchen Wehmhoff,137,12-233
12,State House,,Write-ins,2,12-233
12,President,CON,Darrell Castle,13,Absentee
12,President,DEM,Hillary Clinton,574,Absentee
12,President,NA,Roque De La Fuente,6,Absentee
12,President,LIB,Gary Johnson,118,Absentee
12,President,GRE,Jill Stein,15,Absentee
12,President,REP,Donald Trump,1610,Absentee
12,President,,Write-ins,46,Absentee
12,U.S. Senate,NA,Breck Craig,17,Absentee
12,U.S. Senate,NA,Ted Gianoutsos,9,Absentee
12,U.S. Senate,DEM,Ray Metcalfe,193,Absentee
12,U.S. Senate,LIB,Joe Miller,855,Absentee
12,U.S. Senate,REP,Lisa Murkowski,1025,Absentee
12,U.S. Senate,NA,Margaret Stock,237,Absentee
12,U.S. Senate,,Write-ins,6,Absentee
12,U.S. House,DEM,Steve Lindbeck,609,Absentee
12,U.S. House,LIB,Jim McDermott,265,Absentee
12,U.S. House,NA,Bernie Souphanavong,60,Absentee
12,U.S. House,REP,Don Young,1374,Absentee
12,U.S. House,,Write-ins,11,Absentee
12,State Senate,NA,Tim Hale,580,Absentee
12,State Senate,REP,Shelley Hughes,1434,Absentee
12,State Senate,,Write-ins,10,Absentee
12,State House,REP,Cathy Tilton,1281,Absentee
12,State House,CON,Karen Perry,205,Absentee
12,State House,DEM,Gretchen Wehmhoff,558,Absentee
12,State House,,Write-ins,5,Absentee
12,President,CON,Darrell Castle,1,Question
12,President,DEM,Hillary Clinton,68,Question
12,President,NA,Roque De La Fuente,1,Question
12,President,LIB,Gary Johnson,28,Question
12,President,GRE,Jill Stein,5,Question
12,President,REP,Donald Trump,306,Question
12,President,,Write-ins,18,Question
12,U.S. Senate,NA,Breck Craig,3,Question
12,U.S. Senate,NA,Ted Gianoutsos,4,Question
12,U.S. Senate,DEM,Ray Metcalfe,25,Question
12,U.S. Senate,LIB,Joe Miller,150,Question
12,U.S. Senate,REP,Lisa Murkowski,164,Question
12,U.S. Senate,NA,Margaret Stock,19,Question
12,U.S. Senate,,Write-ins,0,Question
12,U.S. House,DEM,Steve Lindbeck,86,Question
12,U.S. House,LIB,Jim McDermott,51,Question
12,U.S. House,NA,Bernie Souphanavong,14,Question
12,U.S. House,REP,Don Young,209,Question
12,U.S. House,,Write-ins,1,Question
12,State Senate,NA,Tim Hale,26,Question
12,State Senate,REP,Shelley Hughes,86,Question
12,State Senate,,Write-ins,1,Question
12,State House,REP,Cathy Tilton,60,Question
12,State House,CON,Karen Perry,10,Question
12,State House,DEM,Gretchen Wehmhoff,20,Question
12,State House,,Write-ins,2,Question
12,President,CON,Darrell Castle,2,Early Voting
12,President,DEM,Hillary Clinton,237,Early Voting
12,President,NA,Roque De La Fuente,4,Early Voting
12,President,LIB,Gary Johnson,52,Early Voting
12,President,GRE,Jill Stein,14,Early Voting
12,President,REP,Donald Trump,724,Early Voting
12,President,,Write-ins,23,Early Voting
12,U.S. Senate,NA,Breck Craig,10,Early Voting
12,U.S. Senate,NA,Ted Gianoutsos,2,Early Voting
12,U.S. Senate,DEM,Ray Metcalfe,87,Early Voting
12,U.S. Senate,LIB,Joe Miller,410,Early Voting
12,U.S. Senate,REP,Lisa Murkowski,444,Early Voting
12,U.S. Senate,NA,Margaret Stock,91,Early Voting
12,U.S. Senate,,Write-ins,4,Early Voting
12,U.S. House,DEM,Steve Lindbeck,269,Early Voting
12,U.S. House,LIB,Jim McDermott,125,Early Voting
12,U.S. House,NA,Bernie Souphanavong,16,Early Voting
12,U.S. House,REP,Don Young,626,Early Voting
12,U.S. House,,Write-ins,7,Early Voting
12,State Senate,NA,Tim Hale,256,Early Voting
12,State Senate,REP,Shelley Hughes,724,Early Voting
12,State Senate,,Write-ins,5,Early Voting
12,State House,REP,Cathy Tilton,684,Early Voting
12,State House,CON,Karen Perry,82,Early Voting
12,State House,DEM,Gretchen Wehmhoff,253,Early Voting
12,State House,,Write-ins,3,Early Voting
