district,office,party,candidate,votes,precinct
6,U.S. House,LIB,Jim McDermott,4,06-095
6,U.S. House,NA,Bernie Souphanavong,1,06-095
6,U.S. House,REP,Don Young,33,06-095
6,U.S. House,,Write-ins,0,06-095
6,State House,REP,David Talerico,21,06-095
6,State House,DEM,Jason Land,47,06-095
6,State House,,Write-ins,0,06-095
6,President,CON,Darrell Castle,4,06-145
6,President,DEM,Hillary Clinton,65,06-145
6,President,NA,Roque De La Fuente,1,06-145
6,President,LIB,Gary Johnson,36,06-145
6,President,GRE,Jill Stein,4,06-145
6,President,REP,Donald Trump,290,06-145
6,President,,Write-ins,14,06-145
6,U.S. Senate,NA,Breck Craig,6,06-145
6,U.S. Senate,NA,Ted Gianoutsos,2,06-145
6,U.S. Senate,DEM,Ray Metcalfe,40,06-145
6,U.S. Senate,LIB,Joe Miller,102,06-145
6,U.S. Senate,REP,Lisa Murkowski,246,06-145
6,U.S. Senate,NA,Margaret Stock,8,06-145
6,U.S. Senate,,Write-ins,1,06-145
6,U.S. House,DEM,Steve Lindbeck,71,06-145
6,U.S. House,LIB,Jim McDermott,36,06-145
6,U.S. House,NA,Bernie Souphanavong,11,06-145
6,U.S. House,REP,Don Young,272,06-145
6,U.S. House,,Write-ins,1,06-145
6,State House,REP,David Talerico,312,06-145
6,State House,DEM,Jason Land,68,06-145
6,State House,,Write-ins,1,06-145
6,President,CON,Darrell Castle,4,06-150
6,President,DEM,Hillary Clinton,48,06-150
6,President,NA,Roque De La Fuente,1,06-150
6,President,LIB,Gary Johnson,18,06-150
6,President,GRE,Jill Stein,4,06-150
6,President,REP,Donald Trump,149,06-150
6,President,,Write-ins,5,06-150
6,U.S. Senate,NA,Breck Craig,2,06-150
6,U.S. Senate,NA,Ted Gianoutsos,4,06-150
6,U.S. Senate,DEM,Ray Metcalfe,17,06-150
6,U.S. Senate,LIB,Joe Miller,113,06-150
6,U.S. Senate,REP,Lisa Murkowski,63,06-150
6,U.S. Senate,NA,Margaret Stock,23,06-150
6,U.S. Senate,,Write-ins,3,06-150
6,U.S. House,DEM,Steve Lindbeck,56,06-150
6,U.S. House,LIB,Jim McDermott,46,06-150
6,U.S. House,NA,Bernie Souphanavong,12,06-150
6,U.S. House,REP,Don Young,107,06-150
6,U.S. House,,Write-ins,1,06-150
6,State House,REP,David Talerico,162,06-150
6,State House,DEM,Jason Land,45,06-150
6,State House,,Write-ins,3,06-150
6,President,CON,Darrell Castle,1,06-155
6,President,DEM,Hillary Clinton,32,06-155
6,President,NA,Roque De La Fuente,0,06-155
6,President,LIB,Gary Johnson,15,06-155
6,President,GRE,Jill Stein,1,06-155
6,President,REP,Donald Trump,160,06-155
6,President,,Write-ins,4,06-155
6,U.S. Senate,NA,Breck Craig,2,06-155
6,U.S. Senate,NA,Ted Gianoutsos,1,06-155
6,U.S. Senate,DEM,Ray Metcalfe,11,06-155
6,U.S. Senate,LIB,Joe Miller,86,06-155
6,U.S. Senate,REP,Lisa Murkowski,100,06-155
6,U.S. Senate,NA,Margaret Stock,9,06-155
6,U.S. Senate,,Write-ins,2,06-155
6,U.S. House,DEM,Steve Lindbeck,42,06-155
6,U.S. House,LIB,Jim McDermott,22,06-155
6,U.S. House,NA,Bernie Souphanavong,10,06-155
6,U.S. House,REP,Don Young,131,06-155
6,U.S. House,,Write-ins,2,06-155
6,State House,REP,David Talerico,160,06-155
6,State House,DEM,Jason Land,43,06-155
6,State House,,Write-ins,0,06-155
6,President,CON,Darrell Castle,8,06-160
6,President,DEM,Hillary Clinton,61,06-160
6,President,NA,Roque De La Fuente,0,06-160
6,President,LIB,Gary Johnson,22,06-160
6,President,GRE,Jill Stein,2,06-160
6,President,REP,Donald Trump,383,06-160
6,President,,Write-ins,8,06-160
6,U.S. Senate,NA,Breck Craig,7,06-160
6,U.S. Senate,NA,Ted Gianoutsos,6,06-160
6,U.S. Senate,DEM,Ray Metcalfe,20,06-160
6,U.S. Senate,LIB,Joe Miller,235,06-160
6,U.S. Senate,REP,Lisa Murkowski,186,06-160
6,U.S. Senate,NA,Margaret Stock,27,06-160
6,U.S. Senate,,Write-ins,3,06-160
6,U.S. House,DEM,Steve Lindbeck,105,06-160
6,U.S. House,LIB,Jim McDermott,64,06-160
6,U.S. House,NA,Bernie Souphanavong,14,06-160
6,U.S. House,REP,Don Young,288,06-160
6,U.S. House,,Write-ins,2,06-160
6,State House,REP,David Talerico,358,06-160
6,State House,DEM,Jason Land,106,06-160
6,State House,,Write-ins,4,06-160
6,President,CON,Darrell Castle,10,06-170
6,President,DEM,Hillary Clinton,134,06-170
6,President,NA,Roque De La Fuente,2,06-170
6,President,LIB,Gary Johnson,32,06-170
6,President,GRE,Jill Stein,8,06-170
6,President,REP,Donald Trump,286,06-170
6,President,,Write-ins,18,06-170
6,U.S. Senate,NA,Breck Craig,7,06-170
6,U.S. Senate,NA,Ted Gianoutsos,2,06-170
6,U.S. Senate,DEM,Ray Metcalfe,31,06-170
6,U.S. Senate,LIB,Joe Miller,175,06-170
6,U.S. Senate,REP,Lisa Murkowski,196,06-170
6,U.S. Senate,NA,Margaret Stock,72,06-170
6,U.S. Senate,,Write-ins,1,06-170
6,U.S. House,DEM,Steve Lindbeck,147,06-170
6,U.S. House,LIB,Jim McDermott,62,06-170
6,U.S. House,NA,Bernie Souphanavong,18,06-170
6,U.S. House,REP,Don Young,248,06-170
6,U.S. House,,Write-ins,4,06-170
6,State House,REP,David Talerico,309,06-170
6,State House,DEM,Jason Land,147,06-170
6,State House,,Write-ins,3,06-170
6,President,CON,Darrell Castle,10,06-180
6,President,DEM,Hillary Clinton,119,06-180
6,President,NA,Roque De La Fuente,1,06-180
6,President,LIB,Gary Johnson,31,06-180
6,President,GRE,Jill Stein,9,06-180
6,President,REP,Donald Trump,346,06-180
6,President,,Write-ins,4,06-180
6,U.S. Senate,NA,Breck Craig,1,06-180
6,U.S. Senate,NA,Ted Gianoutsos,0,06-180
6,U.S. Senate,DEM,Ray Metcalfe,38,06-180
6,U.S. Senate,LIB,Joe Miller,237,06-180
6,U.S. Senate,REP,Lisa Murkowski,179,06-180
6,U.S. Senate,NA,Margaret Stock,60,06-180
6,U.S. Senate,,Write-ins,0,06-180
6,U.S. House,DEM,Steve Lindbeck,153,06-180
6,U.S. House,LIB,Jim McDermott,86,06-180
6,U.S. House,NA,Bernie Souphanavong,18,06-180
6,U.S. House,REP,Don Young,246,06-180
6,U.S. House,,Write-ins,4,06-180
6,State House,REP,David Talerico,348,06-180
6,State House,DEM,Jason Land,137,06-180
6,State House,,Write-ins,4,06-180
6,President,CON,Darrell Castle,25,Absentee
6,President,DEM,Hillary Clinton,633,Absentee
6,President,NA,Roque De La Fuente,4,Absentee
6,President,LIB,Gary Johnson,115,Absentee
6,President,GRE,Jill Stein,33,Absentee
6,President,REP,Donald Trump,1053,Absentee
6,President,,Write-ins,65,Absentee
6,U.S. Senate,NA,Breck Craig,15,Absentee
6,U.S. Senate,NA,Ted Gianoutsos,13,Absentee
6,U.S. Senate,DEM,Ray Metcalfe,254,Absentee
6,U.S. Senate,LIB,Joe Miller,556,Absentee
6,U.S. Senate,REP,Lisa Murkowski,835,Absentee
6,U.S. Senate,NA,Margaret Stock,203,Absentee
6,U.S. Senate,,Write-ins,5,Absentee
6,U.S. House,DEM,Steve Lindbeck,590,Absentee
6,U.S. House,LIB,Jim McDermott,218,Absentee
6,U.S. House,NA,Bernie Souphanavong,46,Absentee
6,U.S. House,REP,Don Young,1002,Absentee
6,U.S. House,,Write-ins,15,Absentee
6,State House,REP,David Talerico,1171,Absentee
6,State House,DEM,Jason Land,531,Absentee
6,State House,,Write-ins,12,Absentee
6,President,CON,Darrell Castle,13,Question
6,President,DEM,Hillary Clinton,120,Question
6,President,NA,Roque De La Fuente,4,Question
6,President,LIB,Gary Johnson,30,Question
6,President,GRE,Jill Stein,9,Question
6,President,REP,Donald Trump,325,Question
6,President,,Write-ins,18,Question
6,U.S. Senate,NA,Breck Craig,6,Question
6,U.S. Senate,NA,Ted Gianoutsos,1,Question
6,U.S. Senate,DEM,Ray Metcalfe,23,Question
6,U.S. Senate,LIB,Joe Miller,136,Question
6,U.S. Senate,REP,Lisa Murkowski,155,Question
6,U.S. Senate,NA,Margaret Stock,26,Question
6,U.S. Senate,,Write-ins,2,Question
6,U.S. House,DEM,Steve Lindbeck,75,Question
6,U.S. House,LIB,Jim McDermott,55,Question
6,U.S. House,NA,Bernie Souphanavong,14,Question
6,U.S. House,REP,Don Young,199,Question
6,U.S. House,,Write-ins,3,Question
6,State House,REP,David Talerico,63,Question
6,State House,DEM,Jason Land,26,Question
6,State House,,Write-ins,0,Question
6,President,CON,Darrell Castle,1,Early Voting
6,President,DEM,Hillary Clinton,225,Early Voting
6,President,NA,Roque De La Fuente,0,Early Voting
6,President,LIB,Gary Johnson,42,Early Voting
6,President,GRE,Jill Stein,12,Early Voting
6,President,REP,Donald Trump,353,Early Voting
6,President,,Write-ins,16,Early Voting
6,U.S. Senate,NA,Breck Craig,4,Early Voting
6,U.S. Senate,NA,Ted Gianoutsos,2,Early Voting
6,U.S. Senate,DEM,Ray Metcalfe,75,Early Voting
6,U.S. Senate,LIB,Joe Miller,207,Early Voting
6,U.S. Senate,REP,Lisa Murkowski,252,Early Voting
6,U.S. Senate,NA,Margaret Stock,104,Early Voting
6,U.S. Senate,,Write-ins,0,Early Voting
6,U.S. House,DEM,Steve Lindbeck,239,Early Voting
6,U.S. House,LIB,Jim McDermott,64,Early Voting
6,U.S. House,NA,Bernie Souphanavong,13,Early Voting
6,U.S. House,REP,Don Young,319,Early Voting
6,U.S. House,,Write-ins,3,Early Voting
6,State House,REP,David Talerico,396,Early Voting
6,State House,DEM,Jason Land,221,Early Voting
6,State House,,Write-ins,1,Early Voting
