district,office,party,candidate,votes,precinct
37,U.S. Senate,LIB,Joe Miller,12,37-738
37,U.S. Senate,REP,Lisa Murkowski,39,37-738
37,U.S. Senate,NA,Margaret Stock,11,37-738
37,U.S. Senate,,Write-ins,0,37-738
37,U.S. House,DEM,Steve Lindbeck,25,37-738
37,U.S. House,LIB,Jim McDermott,6,37-738
37,U.S. House,NA,Bernie Souphanavong,4,37-738
37,U.S. House,REP,Don Young,34,37-738
37,U.S. House,,Write-ins,0,37-738
37,State House,DEM,Bryce Edgmon,41,37-738
37,State House,REP,William Weatherby,27,37-738
37,State House,,Write-ins,0,37-738
37,President,CON,Darrell Castle,1,37-740
37,President,DEM,Hillary Clinton,2,37-740
37,President,NA,Roque De La Fuente,2,37-740
37,President,LIB,Gary Johnson,2,37-740
37,President,GRE,Jill Stein,1,37-740
37,President,REP,Donald Trump,11,37-740
37,President,,Write-ins,1,37-740
37,U.S. Senate,NA,Breck Craig,0,37-740
37,U.S. Senate,NA,Ted Gianoutsos,0,37-740
37,U.S. Senate,DEM,Ray Metcalfe,1,37-740
37,U.S. Senate,LIB,Joe Miller,8,37-740
37,U.S. Senate,REP,Lisa Murkowski,10,37-740
37,U.S. Senate,NA,Margaret Stock,0,37-740
37,U.S. Senate,,Write-ins,1,37-740
37,U.S. House,DEM,Steve Lindbeck,4,37-740
37,U.S. House,LIB,Jim McDermott,2,37-740
37,U.S. House,NA,Bernie Souphanavong,0,37-740
37,U.S. House,REP,Don Young,13,37-740
37,U.S. House,,Write-ins,0,37-740
37,State House,DEM,Bryce Edgmon,8,37-740
37,State House,REP,William Weatherby,10,37-740
37,State House,,Write-ins,0,37-740
37,President,CON,Darrell Castle,2,37-742
37,President,DEM,Hillary Clinton,7,37-742
37,President,NA,Roque De La Fuente,0,37-742
37,President,LIB,Gary Johnson,3,37-742
37,President,GRE,Jill Stein,2,37-742
37,President,REP,Donald Trump,19,37-742
37,President,,Write-ins,2,37-742
37,U.S. Senate,NA,Breck Craig,0,37-742
37,U.S. Senate,NA,Ted Gianoutsos,0,37-742
37,U.S. Senate,DEM,Ray Metcalfe,2,37-742
37,U.S. Senate,LIB,Joe Miller,10,37-742
37,U.S. Senate,REP,Lisa Murkowski,22,37-742
37,U.S. Senate,NA,Margaret Stock,1,37-742
37,U.S. Senate,,Write-ins,0,37-742
37,U.S. House,DEM,Steve Lindbeck,6,37-742
37,U.S. House,LIB,Jim McDermott,3,37-742
37,U.S. House,NA,Bernie Souphanavong,1,37-742
37,U.S. House,REP,Don Young,24,37-742
37,U.S. House,,Write-ins,0,37-742
37,State House,DEM,Bryce Edgmon,18,37-742
37,State House,REP,William Weatherby,14,37-742
37,State House,,Write-ins,0,37-742
37,President,CON,Darrell Castle,4,37-744
37,President,DEM,Hillary Clinton,43,37-744
37,President,NA,Roque De La Fuente,3,37-744
37,President,LIB,Gary Johnson,11,37-744
37,President,GRE,Jill Stein,1,37-744
37,President,REP,Donald Trump,82,37-744
37,President,,Write-ins,3,37-744
37,U.S. Senate,NA,Breck Craig,0,37-744
37,U.S. Senate,NA,Ted Gianoutsos,1,37-744
37,U.S. Senate,DEM,Ray Metcalfe,12,37-744
37,U.S. Senate,LIB,Joe Miller,16,37-744
37,U.S. Senate,REP,Lisa Murkowski,111,37-744
37,U.S. Senate,NA,Margaret Stock,6,37-744
37,U.S. Senate,,Write-ins,0,37-744
37,U.S. House,DEM,Steve Lindbeck,26,37-744
37,U.S. House,LIB,Jim McDermott,10,37-744
37,U.S. House,NA,Bernie Souphanavong,1,37-744
37,U.S. House,REP,Don Young,106,37-744
37,U.S. House,,Write-ins,0,37-744
37,State House,DEM,Bryce Edgmon,63,37-744
37,State House,REP,William Weatherby,75,37-744
37,State House,,Write-ins,0,37-744
37,President,CON,Darrell Castle,1,37-746
37,President,DEM,Hillary Clinton,24,37-746
37,President,NA,Roque De La Fuente,0,37-746
37,President,LIB,Gary Johnson,1,37-746
37,President,GRE,Jill Stein,1,37-746
37,President,REP,Donald Trump,4,37-746
37,President,,Write-ins,0,37-746
37,U.S. Senate,NA,Breck Craig,0,37-746
37,U.S. Senate,NA,Ted Gianoutsos,0,37-746
37,U.S. Senate,DEM,Ray Metcalfe,2,37-746
37,U.S. Senate,LIB,Joe Miller,11,37-746
37,U.S. Senate,REP,Lisa Murkowski,16,37-746
37,U.S. Senate,NA,Margaret Stock,2,37-746
37,U.S. Senate,,Write-ins,0,37-746
37,U.S. House,DEM,Steve Lindbeck,8,37-746
37,U.S. House,LIB,Jim McDermott,4,37-746
37,U.S. House,NA,Bernie Souphanavong,1,37-746
37,U.S. House,REP,Don Young,17,37-746
37,U.S. House,,Write-ins,0,37-746
37,State House,DEM,Bryce Edgmon,19,37-746
37,State House,REP,William Weatherby,11,37-746
37,State House,,Write-ins,0,37-746
37,President,CON,Darrell Castle,0,37-748
37,President,DEM,Hillary Clinton,9,37-748
37,President,NA,Roque De La Fuente,1,37-748
37,President,LIB,Gary Johnson,3,37-748
37,President,GRE,Jill Stein,0,37-748
37,President,REP,Donald Trump,7,37-748
37,President,,Write-ins,0,37-748
37,U.S. Senate,NA,Breck Craig,0,37-748
37,U.S. Senate,NA,Ted Gianoutsos,0,37-748
37,U.S. Senate,DEM,Ray Metcalfe,1,37-748
37,U.S. Senate,LIB,Joe Miller,3,37-748
37,U.S. Senate,REP,Lisa Murkowski,15,37-748
37,U.S. Senate,NA,Margaret Stock,1,37-748
37,U.S. Senate,,Write-ins,0,37-748
37,U.S. House,DEM,Steve Lindbeck,2,37-748
37,U.S. House,LIB,Jim McDermott,4,37-748
37,U.S. House,NA,Bernie Souphanavong,1,37-748
37,U.S. House,REP,Don Young,13,37-748
37,U.S. House,,Write-ins,0,37-748
37,State House,DEM,Bryce Edgmon,10,37-748
37,State House,REP,William Weatherby,9,37-748
37,State House,,Write-ins,0,37-748
37,President,CON,Darrell Castle,0,37-750
37,President,DEM,Hillary Clinton,12,37-750
37,President,NA,Roque De La Fuente,0,37-750
37,President,LIB,Gary Johnson,0,37-750
37,President,GRE,Jill Stein,0,37-750
37,President,REP,Donald Trump,5,37-750
37,President,,Write-ins,0,37-750
37,U.S. Senate,NA,Breck Craig,0,37-750
37,U.S. Senate,NA,Ted Gianoutsos,0,37-750
37,U.S. Senate,DEM,Ray Metcalfe,2,37-750
37,U.S. Senate,LIB,Joe Miller,3,37-750
37,U.S. Senate,REP,Lisa Murkowski,11,37-750
37,U.S. Senate,NA,Margaret Stock,1,37-750
37,U.S. Senate,,Write-ins,0,37-750
37,U.S. House,DEM,Steve Lindbeck,6,37-750
37,U.S. House,LIB,Jim McDermott,0,37-750
37,U.S. House,NA,Bernie Souphanavong,0,37-750
37,U.S. House,REP,Don Young,11,37-750
37,U.S. House,,Write-ins,0,37-750
37,State House,DEM,Bryce Edgmon,10,37-750
37,State House,REP,William Weatherby,6,37-750
37,State House,,Write-ins,0,37-750
37,President,CON,Darrell Castle,1,37-752
37,President,DEM,Hillary Clinton,86,37-752
37,President,NA,Roque De La Fuente,1,37-752
37,President,LIB,Gary Johnson,2,37-752
37,President,GRE,Jill Stein,1,37-752
37,President,REP,Donald Trump,13,37-752
37,President,,Write-ins,8,37-752
37,U.S. Senate,NA,Breck Craig,3,37-752
37,U.S. Senate,NA,Ted Gianoutsos,0,37-752
37,U.S. Senate,DEM,Ray Metcalfe,6,37-752
37,U.S. Senate,LIB,Joe Miller,14,37-752
37,U.S. Senate,REP,Lisa Murkowski,82,37-752
37,U.S. Senate,NA,Margaret Stock,7,37-752
37,U.S. Senate,,Write-ins,0,37-752
37,U.S. House,DEM,Steve Lindbeck,32,37-752
37,U.S. House,LIB,Jim McDermott,6,37-752
37,U.S. House,NA,Bernie Souphanavong,3,37-752
37,U.S. House,REP,Don Young,71,37-752
37,U.S. House,,Write-ins,0,37-752
37,State House,DEM,Bryce Edgmon,68,37-752
37,State House,REP,William Weatherby,41,37-752
37,State House,,Write-ins,0,37-752
37,President,CON,Darrell Castle,5,37-754
37,President,DEM,Hillary Clinton,97,37-754
37,President,NA,Roque De La Fuente,3,37-754
37,President,LIB,Gary Johnson,14,37-754
37,President,GRE,Jill Stein,9,37-754
37,President,REP,Donald Trump,56,37-754
37,President,,Write-ins,4,37-754
37,U.S. Senate,NA,Breck Craig,2,37-754
37,U.S. Senate,NA,Ted Gianoutsos,0,37-754
37,U.S. Senate,DEM,Ray Metcalfe,5,37-754
37,U.S. Senate,LIB,Joe Miller,45,37-754
37,U.S. Senate,REP,Lisa Murkowski,131,37-754
37,U.S. Senate,NA,Margaret Stock,4,37-754
37,U.S. Senate,,Write-ins,1,37-754
37,U.S. House,DEM,Steve Lindbeck,30,37-754
37,U.S. House,LIB,Jim McDermott,12,37-754
37,U.S. House,NA,Bernie Souphanavong,4,37-754
37,U.S. House,REP,Don Young,140,37-754
37,U.S. House,,Write-ins,1,37-754
37,State House,DEM,Bryce Edgmon,118,37-754
37,State House,REP,William Weatherby,67,37-754
37,State House,,Write-ins,1,37-754
37,President,CON,Darrell Castle,20,Absentee
37,President,DEM,Hillary Clinton,527,Absentee
37,President,NA,Roque De La Fuente,1,Absentee
37,President,LIB,Gary Johnson,54,Absentee
37,President,GRE,Jill Stein,16,Absentee
37,President,REP,Donald Trump,475,Absentee
37,President,,Write-ins,43,Absentee
37,U.S. Senate,NA,Breck Craig,11,Absentee
37,U.S. Senate,NA,Ted Gianoutsos,4,Absentee
37,U.S. Senate,DEM,Ray Metcalfe,167,Absentee
37,U.S. Senate,LIB,Joe Miller,194,Absentee
37,U.S. Senate,REP,Lisa Murkowski,658,Absentee
37,U.S. Senate,NA,Margaret Stock,83,Absentee
37,U.S. Senate,,Write-ins,2,Absentee
37,U.S. House,DEM,Steve Lindbeck,393,Absentee
37,U.S. House,LIB,Jim McDermott,86,Absentee
37,U.S. House,NA,Bernie Souphanavong,24,Absentee
37,U.S. House,REP,Don Young,612,Absentee
37,U.S. House,,Write-ins,2,Absentee
37,State House,DEM,Bryce Edgmon,586,Absentee
37,State House,REP,William Weatherby,424,Absentee
37,State House,,Write-ins,12,Absentee
37,President,CON,Darrell Castle,4,Question
37,President,DEM,Hillary Clinton,117,Question
37,President,NA,Roque De La Fuente,2,Question
37,President,LIB,Gary Johnson,19,Question
37,President,GRE,Jill Stein,3,Question
37,President,REP,Donald Trump,142,Question
37,President,,Write-ins,11,Question
37,U.S. Senate,NA,Breck Craig,1,Question
37,U.S. Senate,NA,Ted Gianoutsos,2,Question
37,U.S. Senate,DEM,Ray Metcalfe,19,Question
37,U.S. Senate,LIB,Joe Miller,54,Question
37,U.S. Senate,REP,Lisa Murkowski,114,Question
37,U.S. Senate,NA,Margaret Stock,14,Question
37,U.S. Senate,,Write-ins,1,Question
37,U.S. House,DEM,Steve Lindbeck,56,Question
37,U.S. House,LIB,Jim McDermott,23,Question
37,U.S. House,NA,Bernie Souphanavong,5,Question
37,U.S. House,REP,Don Young,116,Question
37,U.S. House,,Write-ins,1,Question
37,State House,DEM,Bryce Edgmon,43,Question
37,State House,REP,William Weatherby,28,Question
37,State House,,Write-ins,3,Question
37,President,CON,Darrell Castle,1,Early Voting
37,President,DEM,Hillary Clinton,44,Early Voting
37,President,NA,Roque De La Fuente,0,Early Voting
37,President,LIB,Gary Johnson,6,Early Voting
37,President,GRE,Jill Stein,0,Early Voting
37,President,REP,Donald Trump,45,Early Voting
37,President,,Write-ins,3,Early Voting
37,U.S. Senate,NA,Breck Craig,1,Early Voting
37,U.S. Senate,NA,Ted Gianoutsos,0,Early Voting
37,U.S. Senate,DEM,Ray Metcalfe,12,Early Voting
37,U.S. Senate,LIB,Joe Miller,24,Early Voting
37,U.S. Senate,REP,Lisa Murkowski,50,Early Voting
37,U.S. Senate,NA,Margaret Stock,12,Early Voting
37,U.S. Senate,,Write-ins,0,Early Voting
37,U.S. House,DEM,Steve Lindbeck,36,Early Voting
37,U.S. House,LIB,Jim McDermott,7,Early Voting
37,U.S. House,NA,Bernie Souphanavong,3,Early Voting
37,U.S. House,REP,Don Young,53,Early Voting
37,U.S. House,,Write-ins,0,Early Voting
37,State House,DEM,Bryce Edgmon,59,Early Voting
37,State House,REP,William Weatherby,38,Early Voting
37,State House,,Write-ins,2,Early Voting
