district,office,party,candidate,votes,precinct
38,U.S. Senate,,Write-ins,0,38-854
38,U.S. House,DEM,Steve Lindbeck,21,38-854
38,U.S. House,LIB,Jim McDermott,4,38-854
38,U.S. House,NA,Bernie Souphanavong,5,38-854
38,U.S. House,REP,Don Young,55,38-854
38,U.S. House,,Write-ins,0,38-854
38,State House,DEM,Zach Fansler,84,38-854
38,State House,,Write-ins,0,38-854
38,President,CON,Darrell Castle,10,38-856
38,President,DEM,Hillary Clinton,59,38-856
38,President,NA,Roque De La Fuente,0,38-856
38,President,LIB,Gary Johnson,8,38-856
38,President,GRE,Jill Stein,1,38-856
38,President,REP,Donald Trump,14,38-856
38,President,,Write-ins,9,38-856
38,U.S. Senate,NA,Breck Craig,0,38-856
38,U.S. Senate,NA,Ted Gianoutsos,0,38-856
38,U.S. Senate,DEM,Ray Metcalfe,9,38-856
38,U.S. Senate,LIB,Joe Miller,23,38-856
38,U.S. Senate,REP,Lisa Murkowski,61,38-856
38,U.S. Senate,NA,Margaret Stock,8,38-856
38,U.S. Senate,,Write-ins,0,38-856
38,U.S. House,DEM,Steve Lindbeck,46,38-856
38,U.S. House,LIB,Jim McDermott,6,38-856
38,U.S. House,NA,Bernie Souphanavong,1,38-856
38,U.S. House,REP,Don Young,46,38-856
38,U.S. House,,Write-ins,0,38-856
38,State House,DEM,Zach Fansler,87,38-856
38,State House,,Write-ins,0,38-856
38,President,CON,Darrell Castle,8,38-858
38,President,DEM,Hillary Clinton,73,38-858
38,President,NA,Roque De La Fuente,2,38-858
38,President,LIB,Gary Johnson,2,38-858
38,President,GRE,Jill Stein,14,38-858
38,President,REP,Donald Trump,9,38-858
38,President,,Write-ins,7,38-858
38,U.S. Senate,NA,Breck Craig,3,38-858
38,U.S. Senate,NA,Ted Gianoutsos,2,38-858
38,U.S. Senate,DEM,Ray Metcalfe,23,38-858
38,U.S. Senate,LIB,Joe Miller,22,38-858
38,U.S. Senate,REP,Lisa Murkowski,62,38-858
38,U.S. Senate,NA,Margaret Stock,5,38-858
38,U.S. Senate,,Write-ins,0,38-858
38,U.S. House,DEM,Steve Lindbeck,62,38-858
38,U.S. House,LIB,Jim McDermott,3,38-858
38,U.S. House,NA,Bernie Souphanavong,6,38-858
38,U.S. House,REP,Don Young,45,38-858
38,U.S. House,,Write-ins,0,38-858
38,State House,DEM,Zach Fansler,100,38-858
38,State House,,Write-ins,0,38-858
38,President,CON,Darrell Castle,4,38-860
38,President,DEM,Hillary Clinton,24,38-860
38,President,NA,Roque De La Fuente,0,38-860
38,President,LIB,Gary Johnson,4,38-860
38,President,GRE,Jill Stein,1,38-860
38,President,REP,Donald Trump,21,38-860
38,President,,Write-ins,3,38-860
38,U.S. Senate,NA,Breck Craig,0,38-860
38,U.S. Senate,NA,Ted Gianoutsos,0,38-860
38,U.S. Senate,DEM,Ray Metcalfe,1,38-860
38,U.S. Senate,LIB,Joe Miller,15,38-860
38,U.S. Senate,REP,Lisa Murkowski,39,38-860
38,U.S. Senate,NA,Margaret Stock,2,38-860
38,U.S. Senate,,Write-ins,0,38-860
38,U.S. House,DEM,Steve Lindbeck,11,38-860
38,U.S. House,LIB,Jim McDermott,2,38-860
38,U.S. House,NA,Bernie Souphanavong,2,38-860
38,U.S. House,REP,Don Young,42,38-860
38,U.S. House,,Write-ins,0,38-860
38,State House,DEM,Zach Fansler,46,38-860
38,State House,,Write-ins,1,38-860
38,President,CON,Darrell Castle,16,Absentee
38,President,DEM,Hillary Clinton,326,Absentee
38,President,NA,Roque De La Fuente,4,Absentee
38,President,LIB,Gary Johnson,24,Absentee
38,President,GRE,Jill Stein,12,Absentee
38,President,REP,Donald Trump,142,Absentee
38,President,,Write-ins,19,Absentee
38,U.S. Senate,NA,Breck Craig,0,Absentee
38,U.S. Senate,NA,Ted Gianoutsos,2,Absentee
38,U.S. Senate,DEM,Ray Metcalfe,104,Absentee
38,U.S. Senate,LIB,Joe Miller,84,Absentee
38,U.S. Senate,REP,Lisa Murkowski,260,Absentee
38,U.S. Senate,NA,Margaret Stock,80,Absentee
38,U.S. Senate,,Write-ins,0,Absentee
38,U.S. House,DEM,Steve Lindbeck,257,Absentee
38,U.S. House,LIB,Jim McDermott,32,Absentee
38,U.S. House,NA,Bernie Souphanavong,8,Absentee
38,U.S. House,REP,Don Young,224,Absentee
38,U.S. House,,Write-ins,0,Absentee
38,State House,DEM,Zach Fansler,389,Absentee
38,State House,,Write-ins,33,Absentee
38,President,CON,Darrell Castle,16,Question
38,President,DEM,Hillary Clinton,173,Question
38,President,NA,Roque De La Fuente,2,Question
38,President,LIB,Gary Johnson,20,Question
38,President,GRE,Jill Stein,21,Question
38,President,REP,Donald Trump,143,Question
38,President,,Write-ins,36,Question
38,U.S. Senate,NA,Breck Craig,4,Question
38,U.S. Senate,NA,Ted Gianoutsos,2,Question
38,U.S. Senate,DEM,Ray Metcalfe,29,Question
38,U.S. Senate,LIB,Joe Miller,84,Question
38,U.S. Senate,REP,Lisa Murkowski,193,Question
38,U.S. Senate,NA,Margaret Stock,14,Question
38,U.S. Senate,,Write-ins,2,Question
38,U.S. House,DEM,Steve Lindbeck,104,Question
38,U.S. House,LIB,Jim McDermott,27,Question
38,U.S. House,NA,Bernie Souphanavong,9,Question
38,U.S. House,REP,Don Young,180,Question
38,U.S. House,,Write-ins,5,Question
38,State House,DEM,Zach Fansler,175,Question
38,State House,,Write-ins,5,Question
38,President,CON,Darrell Castle,1,Early Voting
38,President,DEM,Hillary Clinton,22,Early Voting
38,President,NA,Roque De La Fuente,0,Early Voting
38,President,LIB,Gary Johnson,2,Early Voting
38,President,GRE,Jill Stein,2,Early Voting
38,President,REP,Donald Trump,11,Early Voting
38,President,,Write-ins,2,Early Voting
38,U.S. Senate,NA,Breck Craig,1,Early Voting
38,U.S. Senate,NA,Ted Gianoutsos,0,Early Voting
38,U.S. Senate,DEM,Ray Metcalfe,7,Early Voting
38,U.S. Senate,LIB,Joe Miller,6,Early Voting
38,U.S. Senate,REP,Lisa Murkowski,22,Early Voting
38,U.S. Senate,NA,Margaret Stock,6,Early Voting
38,U.S. Senate,,Write-ins,0,Early Voting
38,U.S. House,DEM,Steve Lindbeck,18,Early Voting
38,U.S. House,LIB,Jim McDermott,3,Early Voting
38,U.S. House,NA,Bernie Souphanavong,0,Early Voting
38,U.S. House,REP,Don Young,21,Early Voting
38,U.S. House,,Write-ins,0,Early Voting
38,State House,DEM,Zach Fansler,37,Early Voting
38,State House,,Write-ins,3,Early Voting
