precinct,office,district,party,candidate,votes
03-135 Chena Lakes,U.S. House,1,AD,"Hibler William Bill"" - D""",12
03-135 Chena Lakes,U.S. House,1,AD,Tugatuk Ray Sean - D,10
03-135 Chena Lakes,State Senate,B,REP,Registered Voters,2886
03-135 Chena Lakes,State Senate,B,REP,Times Counted,364
03-135 Chena Lakes,State Senate,B,REP,Coghill John B. Jr. - R,165
03-135 Chena Lakes,State Senate,B,REP,Myers Robert H. Jr. - R,196
03-135 Chena Lakes,State House,3,REP,Registered Voters,2886
03-135 Chena Lakes,State House,3,REP,Times Counted,364
03-135 Chena Lakes,State House,3,REP,"Prax Glenn M. Mike"" - R""",345
03-165 Newby,U.S. Senate,,REP,Registered Voters,3435
03-165 Newby,U.S. Senate,,REP,Times Counted,407
03-165 Newby,U.S. Senate,,REP,Sullivan Dan - R,387
03-165 Newby,U.S. Senate,,AD,Registered Voters,3435
03-165 Newby,U.S. Senate,,AD,Times Counted,89
03-165 Newby,U.S. Senate,,AD,Blatchford Edgar - D,1
03-165 Newby,U.S. Senate,,AD,Cumings Chris C. - N,5
03-165 Newby,U.S. Senate,,AD,Gross Al - N,64
03-165 Newby,U.S. Senate,,AD,Howe John Wayne - A,18
03-165 Newby,U.S. House,1,REP,Registered Voters,3435
03-165 Newby,U.S. House,1,REP,Times Counted,407
03-165 Newby,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",29
03-165 Newby,U.S. House,1,REP,"Nelson T. John"" - R""",88
03-165 Newby,U.S. House,1,REP,Young Don - R,281
03-165 Newby,U.S. House,1,AD,Registered Voters,3435
03-165 Newby,U.S. House,1,AD,Times Counted,89
03-165 Newby,U.S. House,1,AD,Galvin Alyse S. - N,68
03-165 Newby,U.S. House,1,AD,"Hibler William Bill"" - D""",7
03-165 Newby,U.S. House,1,AD,Tugatuk Ray Sean - D,11
03-165 Newby,State Senate,B,REP,Registered Voters,3435
03-165 Newby,State Senate,B,REP,Times Counted,407
03-165 Newby,State Senate,B,REP,Coghill John B. Jr. - R,170
03-165 Newby,State Senate,B,REP,Myers Robert H. Jr. - R,233
03-165 Newby,State House,3,REP,Registered Voters,3435
03-165 Newby,State House,3,REP,Times Counted,407
03-165 Newby,State House,3,REP,"Prax Glenn M. Mike"" - R""",386
03-175 North Pole,U.S. Senate,,REP,Registered Voters,1797
03-175 North Pole,U.S. Senate,,REP,Times Counted,149
03-175 North Pole,U.S. Senate,,REP,Sullivan Dan - R,146
03-175 North Pole,U.S. Senate,,AD,Registered Voters,1797
03-175 North Pole,U.S. Senate,,AD,Times Counted,41
03-175 North Pole,U.S. Senate,,AD,Blatchford Edgar - D,4
03-175 North Pole,U.S. Senate,,AD,Cumings Chris C. - N,2
03-175 North Pole,U.S. Senate,,AD,Gross Al - N,27
03-175 North Pole,U.S. Senate,,AD,Howe John Wayne - A,8
03-175 North Pole,U.S. House,1,REP,Registered Voters,1797
03-175 North Pole,U.S. House,1,REP,Times Counted,149
03-175 North Pole,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",20
03-175 North Pole,U.S. House,1,REP,"Nelson T. John"" - R""",19
03-175 North Pole,U.S. House,1,REP,Young Don - R,109
03-175 North Pole,U.S. House,1,AD,Registered Voters,1797
03-175 North Pole,U.S. House,1,AD,Times Counted,41
03-175 North Pole,U.S. House,1,AD,Galvin Alyse S. - N,31
03-175 North Pole,U.S. House,1,AD,"Hibler William Bill"" - D""",2
03-175 North Pole,U.S. House,1,AD,Tugatuk Ray Sean - D,5
03-175 North Pole,State Senate,B,REP,Registered Voters,1797
03-175 North Pole,State Senate,B,REP,Times Counted,149
03-175 North Pole,State Senate,B,REP,Coghill John B. Jr. - R,68
03-175 North Pole,State Senate,B,REP,Myers Robert H. Jr. - R,80
03-175 North Pole,State House,3,REP,Registered Voters,1797
03-175 North Pole,State House,3,REP,Times Counted,149
03-175 North Pole,State House,3,REP,"Prax Glenn M. Mike"" - R""",143
03-183 Plack,U.S. Senate,,REP,Registered Voters,3061
03-183 Plack,U.S. Senate,,REP,Times Counted,327
03-183 Plack,U.S. Senate,,REP,Sullivan Dan - R,311
03-183 Plack,U.S. Senate,,AD,Registered Voters,3061
03-183 Plack,U.S. Senate,,AD,Times Counted,60
03-183 Plack,U.S. Senate,,AD,Blatchford Edgar - D,4
03-183 Plack,U.S. Senate,,AD,Cumings Chris C. - N,0
03-183 Plack,U.S. Senate,,AD,Gross Al - N,41
03-183 Plack,U.S. Senate,,AD,Howe John Wayne - A,15
03-183 Plack,U.S. House,1,REP,Registered Voters,3061
03-183 Plack,U.S. House,1,REP,Times Counted,327
03-183 Plack,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",22
03-183 Plack,U.S. House,1,REP,"Nelson T. John"" - R""",79
03-183 Plack,U.S. House,1,REP,Young Don - R,217
03-183 Plack,U.S. House,1,AD,Registered Voters,3061
03-183 Plack,U.S. House,1,AD,Times Counted,60
03-183 Plack,U.S. House,1,AD,Galvin Alyse S. - N,41
03-183 Plack,U.S. House,1,AD,"Hibler William Bill"" - D""",4
03-183 Plack,U.S. House,1,AD,Tugatuk Ray Sean - D,9
03-183 Plack,State Senate,B,REP,Registered Voters,3061
03-183 Plack,State Senate,B,REP,Times Counted,327
03-183 Plack,State Senate,B,REP,Coghill John B. Jr. - R,115
03-183 Plack,State Senate,B,REP,Myers Robert H. Jr. - R,210
03-183 Plack,State House,3,REP,Registered Voters,3061
03-183 Plack,State House,3,REP,Times Counted,327
03-183 Plack,State House,3,REP,"Prax Glenn M. Mike"" - R""",306
04-230 Ester,U.S. Senate,,REP,Registered Voters,993
04-230 Ester,U.S. Senate,,REP,Times Counted,70
04-230 Ester,U.S. Senate,,REP,Sullivan Dan - R,63
04-230 Ester,U.S. Senate,,AD,Registered Voters,993
04-230 Ester,U.S. Senate,,AD,Times Counted,151
04-230 Ester,U.S. Senate,,AD,Blatchford Edgar - D,6
04-230 Ester,U.S. Senate,,AD,Cumings Chris C. - N,3
04-230 Ester,U.S. Senate,,AD,Gross Al - N,133
04-230 Ester,U.S. Senate,,AD,Howe John Wayne - A,7
04-230 Ester,U.S. House,1,REP,Registered Voters,993
04-230 Ester,U.S. House,1,REP,Times Counted,70
04-230 Ester,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
04-230 Ester,U.S. House,1,REP,"Nelson T. John"" - R""",11
04-230 Ester,U.S. House,1,REP,Young Don - R,49
04-230 Ester,U.S. House,1,AD,Registered Voters,993
04-230 Ester,U.S. House,1,AD,Times Counted,151
04-230 Ester,U.S. House,1,AD,Galvin Alyse S. - N,133
04-230 Ester,U.S. House,1,AD,"Hibler William Bill"" - D""",8
04-230 Ester,U.S. House,1,AD,Tugatuk Ray Sean - D,8
04-230 Ester,State Senate,B,REP,Registered Voters,993
04-230 Ester,State Senate,B,REP,Times Counted,70
04-230 Ester,State Senate,B,REP,Coghill John B. Jr. - R,34
04-230 Ester,State Senate,B,REP,Myers Robert H. Jr. - R,36
04-230 Ester,State House,4,REP,Registered Voters,993
04-230 Ester,State House,4,REP,Times Counted,70
04-230 Ester,State House,4,REP,Kurber Keith - R,60
04-230 Ester,State House,4,AD,Registered Voters,993
04-230 Ester,State House,4,AD,Times Counted,151
04-230 Ester,State House,4,AD,Hopkins Grier H. - D,146
04-240 Farmers Loop,U.S. Senate,,REP,Registered Voters,2719
04-240 Farmers Loop,U.S. Senate,,REP,Times Counted,197
04-240 Farmers Loop,U.S. Senate,,REP,Sullivan Dan - R,184
04-240 Farmers Loop,U.S. Senate,,AD,Registered Voters,2719
04-240 Farmers Loop,U.S. Senate,,AD,Times Counted,237
04-240 Farmers Loop,U.S. Senate,,AD,Blatchford Edgar - D,12
04-240 Farmers Loop,U.S. Senate,,AD,Cumings Chris C. - N,15
04-240 Farmers Loop,U.S. Senate,,AD,Gross Al - N,202
04-240 Farmers Loop,U.S. Senate,,AD,Howe John Wayne - A,4
04-240 Farmers Loop,U.S. House,1,REP,Registered Voters,2719
04-240 Farmers Loop,U.S. House,1,REP,Times Counted,197
04-240 Farmers Loop,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",17
04-240 Farmers Loop,U.S. House,1,REP,"Nelson T. John"" - R""",24
04-240 Farmers Loop,U.S. House,1,REP,Young Don - R,148
04-240 Farmers Loop,U.S. House,1,AD,Registered Voters,2719
04-240 Farmers Loop,U.S. House,1,AD,Times Counted,237
04-240 Farmers Loop,U.S. House,1,AD,Galvin Alyse S. - N,218
04-240 Farmers Loop,U.S. House,1,AD,"Hibler William Bill"" - D""",8
04-240 Farmers Loop,U.S. House,1,AD,Tugatuk Ray Sean - D,9
04-240 Farmers Loop,State Senate,B,REP,Registered Voters,2719
04-240 Farmers Loop,State Senate,B,REP,Times Counted,197
04-240 Farmers Loop,State Senate,B,REP,Coghill John B. Jr. - R,104
04-240 Farmers Loop,State Senate,B,REP,Myers Robert H. Jr. - R,92
04-240 Farmers Loop,State House,4,REP,Registered Voters,2719
04-240 Farmers Loop,State House,4,REP,Times Counted,197
04-240 Farmers Loop,State House,4,REP,Kurber Keith - R,180
04-240 Farmers Loop,State House,4,AD,Registered Voters,2719
04-240 Farmers Loop,State House,4,AD,Times Counted,237
04-240 Farmers Loop,State House,4,AD,Hopkins Grier H. - D,227
04-250 Goldstream No. 1,U.S. Senate,,REP,Registered Voters,1234
04-250 Goldstream No. 1,U.S. Senate,,REP,Times Counted,93
04-250 Goldstream No. 1,U.S. Senate,,REP,Sullivan Dan - R,82
04-250 Goldstream No. 1,U.S. Senate,,AD,Registered Voters,1234
04-250 Goldstream No. 1,U.S. Senate,,AD,Times Counted,139
04-250 Goldstream No. 1,U.S. Senate,,AD,Blatchford Edgar - D,7
04-250 Goldstream No. 1,U.S. Senate,,AD,Cumings Chris C. - N,7
04-250 Goldstream No. 1,U.S. Senate,,AD,Gross Al - N,110
04-250 Goldstream No. 1,U.S. Senate,,AD,Howe John Wayne - A,12
04-250 Goldstream No. 1,U.S. House,1,REP,Registered Voters,1234
04-250 Goldstream No. 1,U.S. House,1,REP,Times Counted,93
04-250 Goldstream No. 1,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",8
04-250 Goldstream No. 1,U.S. House,1,REP,"Nelson T. John"" - R""",24
04-250 Goldstream No. 1,U.S. House,1,REP,Young Don - R,60
04-250 Goldstream No. 1,U.S. House,1,AD,Registered Voters,1234
04-250 Goldstream No. 1,U.S. House,1,AD,Times Counted,139
04-250 Goldstream No. 1,U.S. House,1,AD,Galvin Alyse S. - N,126
04-250 Goldstream No. 1,U.S. House,1,AD,"Hibler William Bill"" - D""",5
04-250 Goldstream No. 1,U.S. House,1,AD,Tugatuk Ray Sean - D,6
04-250 Goldstream No. 1,State Senate,B,REP,Registered Voters,1234
04-250 Goldstream No. 1,State Senate,B,REP,Times Counted,93
04-250 Goldstream No. 1,State Senate,B,REP,Coghill John B. Jr. - R,53
04-250 Goldstream No. 1,State Senate,B,REP,Myers Robert H. Jr. - R,39
04-250 Goldstream No. 1,State House,4,REP,Registered Voters,1234
04-250 Goldstream No. 1,State House,4,REP,Times Counted,93
04-250 Goldstream No. 1,State House,4,REP,Kurber Keith - R,83
04-250 Goldstream No. 1,State House,4,AD,Registered Voters,1234
04-250 Goldstream No. 1,State House,4,AD,Times Counted,139
04-250 Goldstream No. 1,State House,4,AD,Hopkins Grier H. - D,130
04-260 Goldstream No. 2,U.S. Senate,,REP,Registered Voters,1532
04-260 Goldstream No. 2,U.S. Senate,,REP,Times Counted,89
04-260 Goldstream No. 2,U.S. Senate,,REP,Sullivan Dan - R,82
04-260 Goldstream No. 2,U.S. Senate,,AD,Registered Voters,1532
04-260 Goldstream No. 2,U.S. Senate,,AD,Times Counted,243
04-260 Goldstream No. 2,U.S. Senate,,AD,Blatchford Edgar - D,11
04-260 Goldstream No. 2,U.S. Senate,,AD,Cumings Chris C. - N,5
04-260 Goldstream No. 2,U.S. Senate,,AD,Gross Al - N,208
04-260 Goldstream No. 2,U.S. Senate,,AD,Howe John Wayne - A,15
04-260 Goldstream No. 2,U.S. House,1,REP,Registered Voters,1532
04-260 Goldstream No. 2,U.S. House,1,REP,Times Counted,89
04-260 Goldstream No. 2,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",10
04-260 Goldstream No. 2,U.S. House,1,REP,"Nelson T. John"" - R""",18
04-260 Goldstream No. 2,U.S. House,1,REP,Young Don - R,55
04-260 Goldstream No. 2,U.S. House,1,AD,Registered Voters,1532
04-260 Goldstream No. 2,U.S. House,1,AD,Times Counted,243
04-260 Goldstream No. 2,U.S. House,1,AD,Galvin Alyse S. - N,220
04-260 Goldstream No. 2,U.S. House,1,AD,"Hibler William Bill"" - D""",9
04-260 Goldstream No. 2,U.S. House,1,AD,Tugatuk Ray Sean - D,12
04-260 Goldstream No. 2,State Senate,B,REP,Registered Voters,1532
04-260 Goldstream No. 2,State Senate,B,REP,Times Counted,89
04-260 Goldstream No. 2,State Senate,B,REP,Coghill John B. Jr. - R,40
04-260 Goldstream No. 2,State Senate,B,REP,Myers Robert H. Jr. - R,46
04-260 Goldstream No. 2,State House,4,REP,Registered Voters,1532
04-260 Goldstream No. 2,State House,4,REP,Times Counted,89
04-260 Goldstream No. 2,State House,4,REP,Kurber Keith - R,78
04-260 Goldstream No. 2,State House,4,AD,Registered Voters,1532
04-260 Goldstream No. 2,State House,4,AD,Times Counted,243
04-260 Goldstream No. 2,State House,4,AD,Hopkins Grier H. - D,229
04-265 Steese East-Gilmore,U.S. Senate,,REP,Registered Voters,3676
04-265 Steese East-Gilmore,U.S. Senate,,REP,Times Counted,366
04-265 Steese East-Gilmore,U.S. Senate,,REP,Sullivan Dan - R,345
04-265 Steese East-Gilmore,U.S. Senate,,AD,Registered Voters,3676
04-265 Steese East-Gilmore,U.S. Senate,,AD,Times Counted,145
04-265 Steese East-Gilmore,U.S. Senate,,AD,Blatchford Edgar - D,11
04-265 Steese East-Gilmore,U.S. Senate,,AD,Cumings Chris C. - N,6
04-265 Steese East-Gilmore,U.S. Senate,,AD,Gross Al - N,113
04-265 Steese East-Gilmore,U.S. Senate,,AD,Howe John Wayne - A,14
04-265 Steese East-Gilmore,U.S. House,1,REP,Registered Voters,3676
04-265 Steese East-Gilmore,U.S. House,1,REP,Times Counted,366
04-265 Steese East-Gilmore,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",20
04-265 Steese East-Gilmore,U.S. House,1,REP,"Nelson T. John"" - R""",79
04-265 Steese East-Gilmore,U.S. House,1,REP,Young Don - R,259
04-265 Steese East-Gilmore,U.S. House,1,AD,Registered Voters,3676
04-265 Steese East-Gilmore,U.S. House,1,AD,Times Counted,145
04-265 Steese East-Gilmore,U.S. House,1,AD,Galvin Alyse S. - N,129
04-265 Steese East-Gilmore,U.S. House,1,AD,"Hibler William Bill"" - D""",6
04-265 Steese East-Gilmore,U.S. House,1,AD,Tugatuk Ray Sean - D,5
04-265 Steese East-Gilmore,State Senate,B,REP,Registered Voters,3676
04-265 Steese East-Gilmore,State Senate,B,REP,Times Counted,366
04-265 Steese East-Gilmore,State Senate,B,REP,Coghill John B. Jr. - R,204
04-265 Steese East-Gilmore,State Senate,B,REP,Myers Robert H. Jr. - R,154
04-265 Steese East-Gilmore,State House,4,REP,Registered Voters,3676
04-265 Steese East-Gilmore,State House,4,REP,Times Counted,366
04-265 Steese East-Gilmore,State House,4,REP,Kurber Keith - R,339
04-265 Steese East-Gilmore,State House,4,AD,Registered Voters,3676
04-265 Steese East-Gilmore,State House,4,AD,Times Counted,145
04-265 Steese East-Gilmore,State House,4,AD,Hopkins Grier H. - D,132
04-270 Steese West,U.S. Senate,,REP,Registered Voters,4325
04-270 Steese West,U.S. Senate,,REP,Times Counted,298
04-270 Steese West,U.S. Senate,,REP,Sullivan Dan - R,279
04-270 Steese West,U.S. Senate,,AD,Registered Voters,4325
04-270 Steese West,U.S. Senate,,AD,Times Counted,210
04-270 Steese West,U.S. Senate,,AD,Blatchford Edgar - D,16
04-270 Steese West,U.S. Senate,,AD,Cumings Chris C. - N,12
04-270 Steese West,U.S. Senate,,AD,Gross Al - N,164
04-270 Steese West,U.S. Senate,,AD,Howe John Wayne - A,15
04-270 Steese West,U.S. House,1,REP,Registered Voters,4325
04-270 Steese West,U.S. House,1,REP,Times Counted,298
04-270 Steese West,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",17
04-270 Steese West,U.S. House,1,REP,"Nelson T. John"" - R""",54
04-270 Steese West,U.S. House,1,REP,Young Don - R,224
04-270 Steese West,U.S. House,1,AD,Registered Voters,4325
04-270 Steese West,U.S. House,1,AD,Times Counted,210
04-270 Steese West,U.S. House,1,AD,Galvin Alyse S. - N,175
04-270 Steese West,U.S. House,1,AD,"Hibler William Bill"" - D""",11
04-270 Steese West,U.S. House,1,AD,Tugatuk Ray Sean - D,17
04-270 Steese West,State Senate,B,REP,Registered Voters,4325
04-270 Steese West,State Senate,B,REP,Times Counted,298
04-270 Steese West,State Senate,B,REP,Coghill John B. Jr. - R,151
04-270 Steese West,State Senate,B,REP,Myers Robert H. Jr. - R,142
04-270 Steese West,State House,4,REP,Registered Voters,4325
04-270 Steese West,State House,4,REP,Times Counted,298
04-270 Steese West,State House,4,REP,Kurber Keith - R,278
04-270 Steese West,State House,4,AD,Registered Voters,4325
04-270 Steese West,State House,4,AD,Times Counted,210
04-270 Steese West,State House,4,AD,Hopkins Grier H. - D,189
04-280 University Hills,U.S. Senate,,REP,Registered Voters,659
04-280 University Hills,U.S. Senate,,REP,Times Counted,26
04-280 University Hills,U.S. Senate,,REP,Sullivan Dan - R,22
04-280 University Hills,U.S. Senate,,AD,Registered Voters,659
04-280 University Hills,U.S. Senate,,AD,Times Counted,65
04-280 University Hills,U.S. Senate,,AD,Blatchford Edgar - D,2
04-280 University Hills,U.S. Senate,,AD,Cumings Chris C. - N,1
04-280 University Hills,U.S. Senate,,AD,Gross Al - N,55
04-280 University Hills,U.S. Senate,,AD,Howe John Wayne - A,5
04-280 University Hills,U.S. House,1,REP,Registered Voters,659
04-280 University Hills,U.S. House,1,REP,Times Counted,26
04-280 University Hills,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
04-280 University Hills,U.S. House,1,REP,"Nelson T. John"" - R""",2
04-280 University Hills,U.S. House,1,REP,Young Don - R,17
04-280 University Hills,U.S. House,1,AD,Registered Voters,659
04-280 University Hills,U.S. House,1,AD,Times Counted,65
04-280 University Hills,U.S. House,1,AD,Galvin Alyse S. - N,60
04-280 University Hills,U.S. House,1,AD,"Hibler William Bill"" - D""",3
04-280 University Hills,U.S. House,1,AD,Tugatuk Ray Sean - D,2
04-280 University Hills,State Senate,B,REP,Registered Voters,659
04-280 University Hills,State Senate,B,REP,Times Counted,26
04-280 University Hills,State Senate,B,REP,Coghill John B. Jr. - R,15
04-280 University Hills,State Senate,B,REP,Myers Robert H. Jr. - R,10
04-280 University Hills,State House,4,REP,Registered Voters,659
04-280 University Hills,State House,4,REP,Times Counted,26
04-280 University Hills,State House,4,REP,Kurber Keith - R,24
04-280 University Hills,State House,4,AD,Registered Voters,659
04-280 University Hills,State House,4,AD,Times Counted,65
04-280 University Hills,State House,4,AD,Hopkins Grier H. - D,61
05-580 Airport,U.S. Senate,,REP,Registered Voters,406
05-580 Airport,U.S. Senate,,REP,Times Counted,31
05-580 Airport,U.S. Senate,,REP,Sullivan Dan - R,30
05-580 Airport,U.S. Senate,,AD,Registered Voters,406
05-580 Airport,U.S. Senate,,AD,Times Counted,14
05-580 Airport,U.S. Senate,,AD,Blatchford Edgar - D,0
05-580 Airport,U.S. Senate,,AD,Cumings Chris C. - N,1
05-580 Airport,U.S. Senate,,AD,Gross Al - N,11
05-580 Airport,U.S. Senate,,AD,Howe John Wayne - A,2
05-580 Airport,U.S. House,1,REP,Registered Voters,406
05-580 Airport,U.S. House,1,REP,Times Counted,31
05-580 Airport,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",1
05-580 Airport,U.S. House,1,REP,"Nelson T. John"" - R""",3
05-580 Airport,U.S. House,1,REP,Young Don - R,27
05-580 Airport,U.S. House,1,AD,Registered Voters,406
05-580 Airport,U.S. House,1,AD,Times Counted,14
05-580 Airport,U.S. House,1,AD,Galvin Alyse S. - N,10
05-580 Airport,U.S. House,1,AD,"Hibler William Bill"" - D""",0
05-580 Airport,U.S. House,1,AD,Tugatuk Ray Sean - D,2
05-580 Airport,State House,5,REP,Registered Voters,406
05-580 Airport,State House,5,REP,Times Counted,31
05-580 Airport,State House,5,REP,McKinley Kevin M. - R,30
05-580 Airport,State House,5,AD,Registered Voters,406
05-580 Airport,State House,5,AD,Times Counted,14
05-580 Airport,State House,5,AD,Hughes Taryn M. - D,6
05-580 Airport,State House,5,AD,Wool Adam L. - D,7
05-582 Chena,U.S. Senate,,REP,Registered Voters,5245
05-582 Chena,U.S. Senate,,REP,Times Counted,406
05-582 Chena,U.S. Senate,,REP,Sullivan Dan - R,389
05-582 Chena,U.S. Senate,,AD,Registered Voters,5245
05-582 Chena,U.S. Senate,,AD,Times Counted,462
05-582 Chena,U.S. Senate,,AD,Blatchford Edgar - D,37
05-582 Chena,U.S. Senate,,AD,Cumings Chris C. - N,25
05-582 Chena,U.S. Senate,,AD,Gross Al - N,365
05-582 Chena,U.S. Senate,,AD,Howe John Wayne - A,24
05-582 Chena,U.S. House,1,REP,Registered Voters,5245
05-582 Chena,U.S. House,1,REP,Times Counted,406
05-582 Chena,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",28
05-582 Chena,U.S. House,1,REP,"Nelson T. John"" - R""",84
05-582 Chena,U.S. House,1,REP,Young Don - R,290
05-582 Chena,U.S. House,1,AD,Registered Voters,5245
05-582 Chena,U.S. House,1,AD,Times Counted,462
05-582 Chena,U.S. House,1,AD,Galvin Alyse S. - N,401
05-582 Chena,U.S. House,1,AD,"Hibler William Bill"" - D""",26
05-582 Chena,U.S. House,1,AD,Tugatuk Ray Sean - D,23
05-582 Chena,State House,5,REP,Registered Voters,5245
05-582 Chena,State House,5,REP,Times Counted,406
05-582 Chena,State House,5,REP,McKinley Kevin M. - R,375
05-582 Chena,State House,5,AD,Registered Voters,5245
05-582 Chena,State House,5,AD,Times Counted,462
05-582 Chena,State House,5,AD,Hughes Taryn M. - D,169
05-582 Chena,State House,5,AD,Wool Adam L. - D,285
05-586 Geist,U.S. Senate,,REP,Registered Voters,2047
05-586 Geist,U.S. Senate,,REP,Times Counted,138
05-586 Geist,U.S. Senate,,REP,Sullivan Dan - R,133
05-586 Geist,U.S. Senate,,AD,Registered Voters,2047
05-586 Geist,U.S. Senate,,AD,Times Counted,160
05-586 Geist,U.S. Senate,,AD,Blatchford Edgar - D,9
05-586 Geist,U.S. Senate,,AD,Cumings Chris C. - N,9
05-586 Geist,U.S. Senate,,AD,Gross Al - N,126
05-586 Geist,U.S. Senate,,AD,Howe John Wayne - A,12
05-586 Geist,U.S. House,1,REP,Registered Voters,2047
05-586 Geist,U.S. House,1,REP,Times Counted,138
05-586 Geist,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",6
05-586 Geist,U.S. House,1,REP,"Nelson T. John"" - R""",19
05-586 Geist,U.S. House,1,REP,Young Don - R,112
05-586 Geist,U.S. House,1,AD,Registered Voters,2047
05-586 Geist,U.S. House,1,AD,Times Counted,160
05-586 Geist,U.S. House,1,AD,Galvin Alyse S. - N,136
05-586 Geist,U.S. House,1,AD,"Hibler William Bill"" - D""",8
05-586 Geist,U.S. House,1,AD,Tugatuk Ray Sean - D,11
05-586 Geist,State House,5,REP,Registered Voters,2047
05-586 Geist,State House,5,REP,Times Counted,138
05-586 Geist,State House,5,REP,McKinley Kevin M. - R,130
05-586 Geist,State House,5,AD,Registered Voters,2047
05-586 Geist,State House,5,AD,Times Counted,160
05-586 Geist,State House,5,AD,Hughes Taryn M. - D,56
05-586 Geist,State House,5,AD,Wool Adam L. - D,104
05-587 Lakeview,U.S. Senate,,REP,Registered Voters,464
05-587 Lakeview,U.S. Senate,,REP,Times Counted,24
05-587 Lakeview,U.S. Senate,,REP,Sullivan Dan - R,23
05-587 Lakeview,U.S. Senate,,AD,Registered Voters,464
05-587 Lakeview,U.S. Senate,,AD,Times Counted,17
05-587 Lakeview,U.S. Senate,,AD,Blatchford Edgar - D,2
05-587 Lakeview,U.S. Senate,,AD,Cumings Chris C. - N,0
05-587 Lakeview,U.S. Senate,,AD,Gross Al - N,13
05-587 Lakeview,U.S. Senate,,AD,Howe John Wayne - A,2
